No,rgb_b1,rgb_b2,rgb_b3,green_b1,green_b2,ndvi_b1,nir_b1,nir_b2,red_b1,red_b2,redEdge_b1,redEdge_b2,Label
73,146.8736332,147.9928028,125.0907958,15184.169,252.2442907,10.481546,30032.89647,252.2442907,10058.38436,252.2442907,29134.68014,252.2442907,2
74,148.2878893,147.4384775,126.3128028,15714.54311,252.2138408,10.557492,27168.60291,252.2138408,10595.39931,252.2138408,26646.26657,252.2138408,3
75,151.1575087,147.8714187,127.2667128,16282.17952,252.2138408,10.510882,24672.63239,252.2138408,10914.82118,252.2138408,24605.23557,252.2138408,3
76,153.8260208,148.7541869,130.1425606,16451.69855,252.2442907,10.468792,26682.08374,252.2442907,10198.35488,252.2442907,25831.68623,252.2442907,2
77,146.0307266,147.5692734,124.1720415,16194.05952,252.2138408,10.378219,20764.7164,252.2138408,11479.34754,252.2138408,20570.50035,252.2138408,3
78,157.1414533,150.3357785,132.2047059,16047.80443,252.2138408,10.348165,18938.23972,252.2138408,11815.06311,252.2138408,19096.15543,252.2138408,3
79,157.1074048,145.6148097,127.56,16048.60775,252.099654,10.792738,19026.70394,252.099654,11598.04983,252.099654,19772.02408,252.099654,?
80,123.0455363,124.1378547,94.98712803,15901.12609,252.2138408,10.348648,25869.02713,252.2138408,11003.69938,252.2138408,24002.01301,252.2138408,3
81,111.8153633,117.449827,89.1716263,15282.3636,252.2138408,10.467055,24686.18228,252.2138408,10147.57439,252.2138408,22953.06727,252.2138408,3
82,128.5878201,127.632526,105.5348097,14922.00484,252.2138408,10.552182,25477.07308,252.2138408,9778.57564,252.2138408,23373.27446,252.2138408,3
83,136.4668512,136.855917,114.3097578,15165.47682,252.2138408,10.569245,28132.70768,252.2138408,9937.485121,252.2138408,26550.71875,252.2138408,3
84,142.1552941,141.7280277,120.8870588,15044.54381,252.2138408,10.604722,30762.5326,252.2138408,9688.807474,252.2138408,29637.39308,252.2138408,3
85,144.5130796,145.2842907,123.9669204,15124.29799,252.2442907,10.514192,31839.59087,252.2442907,9542.378685,252.2442907,31107.40678,252.2442907,2
86,146.0593772,147.2707266,126.0488581,15008.55336,252.2138408,10.609283,30617.01481,252.2138408,9613.99045,252.2138408,29994.66768,252.2138408,3
87,149.0798616,148.7984775,128.0817993,15134.01979,252.2138408,10.599631,28876.54547,252.2138408,9729.268927,252.2138408,27979.82187,252.2138408,3
88,149.2726644,147.9408997,127.7235986,15518.35003,252.2138408,10.582915,26669.43903,252.2138408,9930.258962,252.2138408,25896.83765,252.2138408,3
89,146.9492042,146.9006228,127.1233218,16032.26464,252.2138408,10.60801,26817.87031,252.2138408,9864.542284,252.2138408,26065.39349,252.2138408,3
90,148.0181315,148.5912803,127.5815917,15995.41716,252.2138408,10.357143,22141.28415,252.2138408,11241.52249,252.2138408,22098.14145,252.2138408,3
91,154.7986159,152.5824221,135.6303114,17101.00388,252.2138408,10.555222,28946.20498,252.2138408,10154.72664,252.2138408,28447.73522,252.2138408,3
92,150.8013841,149.9908651,125.1226298,18434.25564,252.099654,11.100366,30424.11986,252.099654,9409.827543,252.099654,30946.96277,252.099654,?
93,123.9186159,126.1141869,97.24124567,17305.53744,252.2138408,10.407745,29083.57052,252.2138408,11324.37495,252.2138408,27253.97453,252.2138408,3
94,118.7980623,119.3541869,95.19460208,14400.32194,252.2138408,10.566252,26767.79571,252.2138408,9281.226298,252.2138408,24372.46754,252.2138408,3
95,127.0764014,127.0548097,107.3307958,14175.94616,252.2138408,10.564521,24469.72734,252.2138408,9585.010796,252.2138408,22869.80803,252.2138408,3
96,134.6599308,135.2650519,115.2593772,14500.56664,252.2138408,10.56696,25735.56249,252.2138408,9644.072249,252.2138408,24464.6537,252.2138408,3
97,141.9565398,140.0606228,121.177301,14888.76554,252.2138408,10.5708885,28156.21522,252.2138408,9728.176194,252.2138408,27479.86367,252.2138408,3
98,144.2256055,144.833218,124.3479585,14945.37149,252.2138408,10.592398,29450.65246,252.2138408,9573.722907,252.2138408,29277.80747,252.2138408,3
99,146.4625606,147.7982007,129.5312111,15135.5391,252.2138408,10.581542,29488.77799,252.2138408,9696.863391,252.2138408,29572.29619,252.2138408,3
100,147.7829758,149.0948097,130.617301,15256.8937,252.2138408,10.563489,28587.98464,252.2138408,9791.050381,252.2138408,28527.54242,252.2138408,3
101,150.6885813,149.6470588,131.8365398,15418.17772,252.2138408,10.578827,27776.08775,252.2138408,9790.345606,252.2138408,27182.67931,252.2138408,3
